Token,Cluster,Frequence,Type
-,187,2,STATIC
KSAgentApp,187,2,STATIC
(,187,2,STATIC
KeystoneDelegate,187,2,STATIC
),187,2,STATIC
updateEngineFinishedWithErrors,187,2,STATIC
:,187,4,STATIC
Keystone,187,2,STATIC
finished,187,2,STATIC
errors=0,187,2,STATIC
740174.102665,97,1,VARIABLE
740226.968934,151,1,VARIABLE
740345.497593,94,1,VARIABLE
0x77c911454f152b8b,40,1,VARIABLE
740352.115529,197,1,VARIABLE
23:12:15,45,1,VARIABLE
Thermal,-1,3,VARIABLE
pressure,-1,6,VARIABLE
0,-1,6,VARIABLE
Memory,-1,3,VARIABLE
740501.982555,65,1,VARIABLE
740504.547655,94,1,VARIABLE
tc24283,102,1,VARIABLE
in6_unlink_ifa,15,2,STATIC
IPv6,15,2,STATIC
address,15,2,STATIC
0x77c911453a6db3ab,15,1,STATIC
has,15,2,STATIC
no,15,2,STATIC
prefix,15,2,STATIC
740631.402908,48,1,VARIABLE
5802,48,1,VARIABLE
17:23:43.193,137,1,VARIABLE
2019353659,172,1,STATIC
521080983.6,99,1,VARIABLE
521081581.2,103,1,VARIABLE
ISGenerateImageOp,95,2,STATIC
generateImageWithCompletion,95,2,STATIC
Failed,95,2,STATIC
composit,95,2,STATIC
image,95,2,STATIC
for,95,2,STATIC
descriptor,95,2,STATIC
<,95,2,STATIC
ISBindingImageDescriptor,95,2,STATIC
0x7f995050b170,95,1,VARIABLE
>,95,2,STATIC
.,95,2,STATIC
Sandbox,61,1,VARIABLE
*,61,1,VARIABLE
9854,61,1,VARIABLE
deny,61,1,VARIABLE
1,61,1,VARIABLE
file-read-data,61,1,VARIABLE
/private/etc/hosts,61,1,VARIABLE
2019353666,172,1,STATIC
2017-07-06,1,1,VARIABLE
06:22:57.163367,1,1,VARIABLE
PM,1,1,VARIABLE
AirPlayUIAgent,1,1,VARIABLE
BecomingInactive,1,1,VARIABLE
NSWorkspaceWillSleepNotification,1,1,VARIABLE
2017/07/06,128,1,VARIABLE
18:22:57.953,128,1,VARIABLE
7518,159,1,VARIABLE
258,31,1,VARIABLE
37204,87,1,VARIABLE
full,29,2,STATIC
wake,29,2,STATIC
request,29,1,VARIABLE
(,29,2,STATIC
reason,29,2,STATIC
2,29,1,VARIABLE
),29,2,STATIC
30914,29,1,VARIABLE
ms,29,2,STATIC
18:37:30.916,203,1,VARIABLE
744319.484045,-1,1,VARIABLE
1092633597,-1,1,VARIABLE
2572586285,-1,1,VARIABLE
65594,-1,1,VARIABLE
5880,81,1,VARIABLE
16680,60,1,VARIABLE
(,11,1,STATIC
0,11,1,STATIC
),11,1,STATIC
15823,60,1,VARIABLE
19:17:46.405,203,1,VARIABLE
744472.877165,151,1,VARIABLE
15002,132,1,STATIC
744589.508896,29,1,VARIABLE
744593.160590,54,1,VARIABLE
1529267953,54,1,VARIABLE
4054195714,54,1,VARIABLE
380,54,1,VARIABLE
744595.284508,151,1,VARIABLE
524667,140,1,VARIABLE
63122,81,1,VARIABLE
524657,140,1,VARIABLE
744650.016431,49,1,VARIABLE
f882:21d2,49,1,VARIABLE
d1af,49,1,VARIABLE
f093,49,1,VARIABLE
2593,31,1,VARIABLE
523840,140,1,VARIABLE
62280,81,1,VARIABLE
129,58,1,STATIC
10018,58,1,STATIC
QQ,58,1,STATIC
20:03:05.179,203,1,VARIABLE
0x7fa11d73f960,41,1,VARIABLE
2019353677,202,1,STATIC
2017-07-06,156,1,VARIABLE
20:46:03.869,156,1,VARIABLE
37316/0x7000002a0000,156,1,VARIABLE
start,156,2,STATIC
fetch,156,2,STATIC
cup2hreq=5e15fbe422c816bef7c133cfffdb516e16923579b9be2dfae4d7d8d211b25017,156,1,VARIABLE
cup2key=7:780377214,156,1,VARIABLE
521092126.3,103,1,VARIABLE
Page,99,2,VARIABLE
bounds,99,2,VARIABLE
{,99,6,STATIC
},99,6,STATIC
400,99,4,STATIC
Failed,122,2,STATIC
to,122,4,STATIC
connect,122,2,STATIC
(,122,6,STATIC
titleField,122,1,VARIABLE
),122,6,STATIC
outlet,122,2,STATIC
from,122,2,STATIC
MMSessionPickerChoosenRowView,122,1,VARIABLE
NSTextField,122,1,VARIABLE
missing,122,2,STATIC
setter,122,2,STATIC
or,122,2,STATIC
instance,122,2,STATIC
variable,122,2,STATIC
<,192,7,STATIC
*,192,3,STATIC
>,192,8,STATIC
Account,192,2,VARIABLE
xpc_ben,192,1,VARIABLE
@,192,2,VARIABLE
163.com,192,1,VARIABLE
https,192,1,VARIABLE
//,192,1,VARIABLE
/caldav/principals/users/xpc_ben,192,1,VARIABLE
%,192,1,VARIABLE
40163.com/,192,1,VARIABLE
timed,192,1,VARIABLE
out,192,1,VARIABLE
when,192,1,VARIABLE
executing,192,1,VARIABLE
operation,192,1,VARIABLE
CalDAVAccountRefreshQueueableOperation,192,1,VARIABLE
0x7fa11f9f2290,192,1,VARIABLE
;,192,1,VARIABLE
Sequence,192,1,VARIABLE
0,192,2,VARIABLE
refresh,192,1,VARIABLE
failed,192,1,VARIABLE
Domain=CoreDAVHTTPStatusErrorDomain,192,1,VARIABLE
Code=502,192,1,VARIABLE
UserInfo=,192,1,VARIABLE
{,192,4,STATIC
AccountName=163,192,1,VARIABLE
CalDAVErrFromRefresh=YES,192,1,VARIABLE
CoreDAVHTTPHeaders=,192,1,VARIABLE
CFBasicHash,192,1,VARIABLE
0x7fa11fe7a810,192,1,VARIABLE
0x7fff7abc1440,192,3,STATIC
type,192,1,VARIABLE
=,192,10,STATIC
immutable,192,1,VARIABLE
dict,192,1,VARIABLE
count,192,1,VARIABLE
5,192,2,VARIABLE
entries,192,1,VARIABLE
Connection,192,1,VARIABLE
CFString,192,2,VARIABLE
0x7fff7ab1aea0,192,1,VARIABLE
contents,192,2,VARIABLE
keep-alive,192,1,VARIABLE
},192,4,STATIC
3,192,1,VARIABLE
Content-Type,192,1,VARIABLE
text/html,192,1,VARIABLE
4,192,1,VARIABLE
Content-Length,192,1,VARIABLE
166,192,1,VARIABLE
Server,192,1,VARIABLE
nginx,192,1,VARIABLE
6,192,1,VARIABLE
Date,192,1,VARIABLE
0x7fa11ac2ab80,192,1,VARIABLE
Fri,192,1,VARIABLE
07,192,1,VARIABLE
Jul,192,1,VARIABLE
2017,192,1,VARIABLE
05:32:43,192,1,VARIABLE
GMT,192,1,VARIABLE
SpotlightNetHelp,106,1,VARIABLE
352,106,1,VARIABLE
ipc-posix-shm-read-data,106,1,VARIABLE
CFPBS:186A7,106,1,VARIABLE
2438,86,1,STATIC
2019353724,172,1,STATIC
no,21,1,VARIABLE
application,21,1,VARIABLE
identifier,21,1,VARIABLE
provided,21,1,VARIABLE
ca,21,1,VARIABLE
use,21,1,VARIABLE
provisioning,21,1,VARIABLE
profiles,21,1,VARIABLE
pid=37563,21,1,VARIABLE
tcp_connection_destination_handle_tls_close_notify,86,1,STATIC
111,86,1,STATIC
closing,86,1,STATIC
socket,86,1,STATIC
due,86,1,STATIC
to,86,1,STATIC
TLS,86,1,STATIC
CLOSE_NOTIFY,86,1,STATIC
alert,86,1,STATIC
CFNetwork,166,1,VARIABLE
SSLHandshake,166,1,VARIABLE
(,166,2,VARIABLE
-9802,166,1,VARIABLE
),166,2,VARIABLE
Unable,140,3,VARIABLE
simultaneously,140,3,VARIABLE
satisfy,140,3,VARIABLE
constraints,140,3,VARIABLE
``,140,17,STATIC
NSLayoutConstraint:0x7f8efa7db140,140,2,VARIABLE
H,140,14,STATIC
[,140,27,STATIC
NSImageView:0x7f8efa7db900,140,4,VARIABLE
38,140,4,VARIABLE
],140,27,STATIC
'',140,17,STATIC
NSLayoutConstraint:0x7f8efa7cbe00,140,1,VARIABLE
|-,140,5,VARIABLE
14,140,4,VARIABLE
-,140,31,STATIC
Names,140,11,STATIC
PageItemCell:0x7f8efa7cb450,140,5,VARIABLE
'|,140,9,STATIC
',140,11,STATIC
NSLayoutConstraint:0x7f8f17556f20,140,1,VARIABLE
'NSView-Encapsulated-Layout-Width,140,2,VARIABLE
PageItemCell,140,2,VARIABLE
73,140,2,VARIABLE
NSLayoutConstraint:0x7f8efa7dc1c0,140,1,VARIABLE
10,140,2,VARIABLE
NSTextField:0x7f8efa7da9a0,140,2,VARIABLE
NSLayoutConstraint:0x7f8efa7cbf70,140,1,VARIABLE
NSTextField:0x7f8f02f1da90,140,2,VARIABLE
-|,140,4,VARIABLE
NSLayoutConstraint:0x7f8efa7dc350,140,1,VARIABLE
=NSSpace,140,2,VARIABLE
8,140,2,VARIABLE
Will,140,3,VARIABLE
attempt,140,3,VARIABLE
recover,140,3,VARIABLE
by,140,3,VARIABLE
breaking,140,3,VARIABLE
constraint,140,3,VARIABLE
Set,140,3,VARIABLE
NSUserDefault,140,3,VARIABLE
NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints,140,3,VARIABLE
YES,140,3,VARIABLE
have,140,3,VARIABLE
NSWindow,140,3,VARIABLE
visualizeConstraints,140,3,VARIABLE
automatically,140,3,VARIABLE
called,140,3,VARIABLE
when,140,3,VARIABLE
happens,140,3,VARIABLE
And/or,140,3,VARIABLE
break,140,3,VARIABLE
on,140,3,VARIABLE
objc_exception_throw,140,3,VARIABLE
catch,140,3,VARIABLE
in,140,3,VARIABLE
debugger,140,3,VARIABLE
NSLayoutConstraint:0x7f8efb89e920,140,2,VARIABLE
NSImageView:0x7f8efb89d5d0,140,4,VARIABLE
NSLayoutConstraint:0x7f8efb89aac0,140,1,VARIABLE
PageItemCell:0x7f8efb898930,140,5,VARIABLE
NSLayoutConstraint:0x7f8f071a6c20,140,1,VARIABLE
NSLayoutConstraint:0x7f8efb89d8a0,140,1,VARIABLE
NSTextField:0x7f8efb89d250,140,2,VARIABLE
NSLayoutConstraint:0x7f8efb8980e0,140,1,VARIABLE
NSTextField:0x7f8efb89e7a0,140,2,VARIABLE
NSLayoutConstraint:0x7f8efb89ba20,140,1,VARIABLE
sharing,138,1,VARIABLE
output,138,1,VARIABLE
destination,138,1,VARIABLE
/var/log/Accounts,138,1,VARIABLE
with,138,1,VARIABLE
Output,138,1,VARIABLE
parameters,138,1,VARIABLE
from,138,1,VARIABLE
override,138,1,VARIABLE
any,138,1,VARIABLE
specified,138,1,VARIABLE
NC,154,2,STATIC
Disabled,154,2,STATIC
NO,154,2,STATIC
"2017-07-07_00,52,55.450817",16,3,STATIC
"2017-07-07_00,52,54.449889",16,1,VARIABLE
43840,108,1,VARIABLE
(,121,1,VARIABLE
DiskStore.Normal:2382,121,1,VARIABLE
),121,1,VARIABLE
20cb04f,121,1,VARIABLE
1.000086,121,1,VARIABLE
*,35,2,STATIC
(,35,2,STATIC
37617,35,1,VARIABLE
),35,2,STATIC
deny,35,2,STATIC
network-outbound,35,2,STATIC
/private/var/run/mDNSResponder,35,2,STATIC
5703,81,1,VARIABLE
761864.513194,54,1,VARIABLE
AirPort_Brcm43xx,54,4,VARIABLE
:powerChange,54,4,VARIABLE
System,54,4,VARIABLE
2017-07-07,156,1,VARIABLE
01:47:40.090,156,1,VARIABLE
37644/0x7000002a0000,156,1,VARIABLE
cup2hreq=c30943ccd5e0a03e93b6be3e2b7e2127989f08f1bde99263ffee091de8b8bc39,156,1,VARIABLE
cup2key=7:1039900771,156,1,VARIABLE
38922,82,1,VARIABLE
893,164,1,VARIABLE
37682,35,1,VARIABLE
<,11,2,STATIC
*,11,2,STATIC
>,11,2,STATIC
scheduler_evaluate_activity,11,2,STATIC
told,11,2,STATIC
me,11,2,STATIC
to,11,2,STATIC
run,11,2,STATIC
this,11,2,STATIC
job,11,2,STATIC
;,11,2,STATIC
however,11,2,STATIC
but,11,2,STATIC
the,11,2,STATIC
start,11,2,STATIC
time,11,2,STATIC
is,11,2,STATIC
n't,11,2,STATIC
for,11,2,STATIC
498005,11,1,STATIC
seconds,11,2,STATIC
.,11,4,STATIC
Ignoring,11,2,STATIC
762302.122693,41,1,VARIABLE
35733,32,1,VARIABLE
762363.637095,54,1,VARIABLE
ARPT,47,5,STATIC
762366.143164,47,1,VARIABLE
AirPort_Brcm43xx,47,5,STATIC
:powerChange,47,5,STATIC
System,47,5,STATIC
Wake,47,10,STATIC
Full,47,5,STATIC
Wake/,47,5,STATIC
Dark,47,5,STATIC
/,47,5,STATIC
Maintenance,47,5,STATIC
wake,47,5,STATIC
762484.281874,47,1,VARIABLE
scheduler_evaluate_activity,181,2,STATIC
told,181,2,STATIC
me,181,2,STATIC
to,181,2,STATIC
run,181,2,STATIC
this,181,2,STATIC
job,181,2,STATIC
;,181,2,STATIC
however,181,2,STATIC
but,181,2,STATIC
the,181,2,STATIC
start,181,2,STATIC
time,181,2,STATIC
is,181,2,STATIC
n't,181,2,STATIC
33204,181,1,VARIABLE
seconds,181,2,STATIC
.,181,4,STATIC
Ignoring,181,2,STATIC
33282,181,1,VARIABLE
762543.171617,55,1,VARIABLE
762603.017378,152,1,VARIABLE
62991,152,1,VARIABLE
31570,196,1,STATIC
*,91,2,VARIABLE
(,91,2,VARIABLE
37725,91,1,VARIABLE
),91,2,VARIABLE
deny,91,2,VARIABLE
network-outbound,91,2,VARIABLE
/private/var/run/mDNSResponder,91,2,VARIABLE
491488,11,1,STATIC
<,158,5,STATIC
*,158,5,STATIC
>,158,5,STATIC
scheduler_evaluate_activity,158,5,STATIC
told,158,5,STATIC
me,158,5,STATIC
run,158,5,STATIC
this,158,5,STATIC
job,158,5,STATIC
;,158,5,STATIC
however,158,5,STATIC
",",158,5,STATIC
but,158,5,STATIC
the,158,5,STATIC
start,158,5,STATIC
time,158,5,STATIC
is,158,5,STATIC
n't,158,5,STATIC
for,158,5,STATIC
1002,158,2,STATIC
seconds,158,5,STATIC
.,158,10,STATIC
Ignoring,158,5,STATIC
29108,81,1,VARIABLE
37745,91,1,VARIABLE
762900.518967,49,1,VARIABLE
f140:6000:8:3065:65eb:758e:972a,49,1,VARIABLE
1065,155,1,VARIABLE
762962.511796,54,1,VARIABLE
26744,31,1,VARIABLE
26656,78,1,VARIABLE
488163,158,1,STATIC
763023.568413,94,1,VARIABLE
25947,31,1,VARIABLE
25042,132,1,STATIC
25077,132,1,STATIC
21754,78,1,VARIABLE
"2017-07-07_07,01,14.472939",85,2,STATIC
-CCIOReporter-002.xml,85,2,STATIC
763490.115579,42,1,VARIABLE
CCDataTap,163,2,VARIABLE
:profileRemoved,163,2,VARIABLE
",",163,4,STATIC
Owner,163,2,VARIABLE
Name,163,2,VARIABLE
StateSnapshots,163,1,VARIABLE
20786,144,1,VARIABLE
481541,158,1,STATIC
<,104,2,STATIC
*,104,2,STATIC
>,104,2,STATIC
scheduler_evaluate_activity,104,2,STATIC
told,104,2,STATIC
me,104,2,STATIC
to,104,2,STATIC
run,104,2,STATIC
this,104,2,STATIC
job,104,2,STATIC
;,104,2,STATIC
however,104,2,STATIC
",",104,2,STATIC
but,104,2,STATIC
the,104,2,STATIC
start,104,2,STATIC
time,104,2,STATIC
is,104,2,STATIC
n't,104,2,STATIC
for,104,2,STATIC
479780,104,1,STATIC
seconds,104,2,STATIC
.,104,4,STATIC
Ignoring,104,2,STATIC
when=2017-07-07,45,1,VARIABLE
16:09:36,45,1,VARIABLE
14028,145,1,VARIABLE
474773,104,1,STATIC
<,130,2,STATIC
*,130,2,STATIC
>,130,2,STATIC
:,130,2,STATIC
scheduler_evaluate_activity,130,2,STATIC
told,130,2,STATIC
me,130,2,STATIC
to,130,2,STATIC
run,130,2,STATIC
this,130,2,STATIC
job,130,2,STATIC
;,130,2,STATIC
however,130,2,STATIC
but,130,2,STATIC
the,130,2,STATIC
start,130,2,STATIC
time,130,2,STATIC
is,130,2,STATIC
n't,130,2,STATIC
473935,130,1,STATIC
seconds,130,2,STATIC
.,130,4,STATIC
Ignoring,130,2,STATIC
11575,145,1,VARIABLE
764299.017125,49,1,VARIABLE
f140:6000:8:9cb8,49,2,VARIABLE
f7f2:7c03,49,2,VARIABLE
f956,49,2,VARIABLE
472301,130,1,STATIC
845,81,1,VARIABLE
764361.057441,49,1,VARIABLE
9959,164,1,VARIABLE
10028,158,1,STATIC
764427.640542,121,1,VARIABLE
204730741,121,1,VARIABLE
2772623181,121,1,VARIABLE
2017/7/7,173,2,STATIC
17:31:21,173,1,STATIC
17:18:49,173,1,STATIC
9219,164,1,VARIABLE
Unrecognized,-1,2,VARIABLE
XSSimpleTypeDefinition,-1,2,VARIABLE
OneOff,-1,2,VARIABLE
Path,63,1,STATIC
/Users/xpc/Library/Containers/,63,1,STATIC
<,63,1,STATIC
*,63,1,STATIC
/Data/Documents/contents/916639562/QQ.db,63,1,STATIC
Could,109,1,STATIC
not,109,1,STATIC
get,109,1,STATIC
event,109,1,STATIC
name,109,1,STATIC
stream/token,109,1,STATIC
/4505,109,1,STATIC
132,109,1,STATIC
Request,109,1,STATIC
stale,109,1,STATIC
data,109,1,STATIC
2017-07-07,191,1,STATIC
10:54:41.296,191,1,STATIC
37925/0x7fff79824000,191,1,STATIC
2017-07-07,96,1,VARIABLE
10:54:41.875,96,1,VARIABLE
37924/0x7000002a0000,96,1,VARIABLE
KSTicket:0x100365950,96,1,VARIABLE
KSPathExistenceChecker:0x10036e950,96,1,VARIABLE
path=/Applications/Google,96,1,VARIABLE
Chrome.app,96,1,VARIABLE
serverType=Omaha,96,1,VARIABLE
15:41:18,96,1,VARIABLE
tagPath=/Applications/Google,96,1,VARIABLE
Chrome.app/Contents/Info.plist,96,2,VARIABLE
tagKey=KSChannelID,96,1,VARIABLE
brandPath=/Users/xpc/Library/Google/Google,96,1,VARIABLE
Chrome,96,1,VARIABLE
Brand.plist,96,1,VARIABLE
brandKey=KSBrandID,96,1,VARIABLE
versionPath=/Applications/Google,96,1,VARIABLE
versionKey=KSVersion,96,1,VARIABLE
cohort=1:1y5,96,1,VARIABLE
cohortName=Stable,96,1,VARIABLE
KSOmahaServer:0x100243f20,96,1,VARIABLE
KSUpdateEngine:0x1007161b0,96,1,VARIABLE
NETWORK,83,2,STATIC
requery,83,2,STATIC
",",83,20,STATIC
0,83,10,STATIC
294,83,1,VARIABLE
items,83,2,STATIC
fQueryRetries,83,2,STATIC
fLastRetryTimestamp,83,2,STATIC
521144227.4,83,1,VARIABLE
CoreDragRemoveTrackingHandler,174,1,VARIABLE
11:48:06.869,66,1,STATIC
770226.223664,54,1,VARIABLE
101800,196,1,STATIC
destroyed,196,2,STATIC
0x7f995070be80,189,1,VARIABLE
0x7f995060a270,95,1,VARIABLE
SOAPParser:0x7f84bad89660,25,1,VARIABLE
0x77c911453a6dbcdb,15,1,STATIC
770518.944345,120,1,VARIABLE
"2017-07-07_12,24,25.108710",160,3,STATIC
-io80211Family-007.pcapng,160,3,STATIC
"2017-07-07_12,24,29.298901",160,1,VARIABLE
ARPT,145,2,STATIC
770597.394609,145,1,VARIABLE
AQM,145,2,STATIC
agg,145,2,STATIC
params,145,2,STATIC
0xfc0,145,2,STATIC
maxlen,145,2,STATIC
hi/lo,145,2,STATIC
0x0,145,6,STATIC
0xffff,145,2,STATIC
minlen,145,2,STATIC
adjlen,145,2,STATIC
"2017-07-07_12,24,31.376032",105,2,STATIC
-AirPortBrcm4360_Logs-011.txt,105,2,STATIC
770602.528852,197,1,VARIABLE
770605.092581,171,1,VARIABLE
"2017-07-07_13,38,22.072050",2,1,VARIABLE
sts:2_rsn:0.xml,2,1,VARIABLE
"2017-07-07_13,38,23.338868",105,2,STATIC
-AirPortBrcm4360_Logs-013.txt,105,2,STATIC
1499459904.126805,176,1,VARIABLE
"2017-07-07_13,38,24.371339",136,2,STATIC
-CCIOReporter-019.xml,136,2,STATIC
Perform,102,1,VARIABLE
CrazyIvan46,102,1,VARIABLE
tc12042,102,1,VARIABLE
*,21,2,STATIC
(,21,2,STATIC
38132,21,1,VARIABLE
),21,2,STATIC
deny,21,2,STATIC
network-outbound,21,2,STATIC
/private/var/run/mDNSResponder,21,2,STATIC
"2017-07-07_13,40,35.857095",74,2,STATIC
-AirPortBrcm4360_Logs-022.txt,74,2,STATIC
"2017-07-07_13,40,35.961495",11,2,STATIC
-io80211Family-023.pcapng,11,2,STATIC
770712.519828,120,1,VARIABLE
1499460036.519390,102,1,VARIABLE
"2017-07-07_13,40,37.052249",160,3,STATIC
-io80211Family-031.pcapng,160,3,STATIC
"2017-07-07_13,40,37.192896",160,1,VARIABLE
"2017-07-07_13,40,35.959475",77,1,VARIABLE
770772.533370,145,1,VARIABLE
770786.961436,138,1,VARIABLE
"2017-07-07_13,42,34.831310",105,2,STATIC
-AirPortBrcm4360_Logs-041.txt,105,2,STATIC
770798.478026,120,1,VARIABLE
770802.879782,129,1,VARIABLE
770812.035971,47,1,VARIABLE
38179,21,1,VARIABLE
14:07:21.190,126,1,VARIABLE
Boss,126,2,VARIABLE
figPlaybackBossPrerollCompleted,126,2,VARIABLE
unexpected,126,2,VARIABLE
preroll-complete,126,2,VARIABLE
notification,126,2,VARIABLE
0x77c911454f15210b,40,1,VARIABLE
771388.849884,192,1,VARIABLE
771393.363637,47,1,VARIABLE
771456.438849,-1,1,VARIABLE
ARPT,159,1,VARIABLE
771516.615152,159,1,VARIABLE
AirPort_Brcm43xx,159,1,VARIABLE
:platformWoWEnable,159,1,VARIABLE
WWEN,159,1,VARIABLE
[,159,1,VARIABLE
disable,159,1,VARIABLE
],159,1,VARIABLE
38210,164,2,STATIC
deny,164,2,STATIC
network-outbound,164,2,STATIC
/private/var/run/mDNSResponder,164,2,STATIC
771631.938256,5,1,VARIABLE
9235,5,1,VARIABLE
25340,79,1,STATIC
tc25354,36,1,STATIC
771663.085756,126,1,VARIABLE
8,126,1,VARIABLE
00,126,1,VARIABLE
a6,126,1,VARIABLE
ca,126,1,VARIABLE
db:93,126,1,VARIABLE
cc,126,1,VARIABLE
-60,126,1,VARIABLE
0c:68:03,169,1,STATIC
d6,169,1,STATIC
c5:1c,169,1,STATIC
NSUnderlyingError=0x7fb7f0035dc0,127,1,VARIABLE
/clls/wloc,127,4,STATIC
"2017-07-07_16,24,11.442212",126,3,VARIABLE
-AirPortBrcm4360_Logs-001.txt,126,3,VARIABLE
"2017-07-07_16,24,11.124183",126,1,VARIABLE
=AssocFail,126,1,VARIABLE
sts:2_rsn:0/DriverLogs//,126,1,VARIABLE
1499469856.145137,21,1,VARIABLE
sts:2_rsn:0,21,2,STATIC
771797848593539,48,1,VARIABLE
102106,196,1,STATIC
16:57:09.235,126,1,VARIABLE
QuickLookSatelli,168,1,STATIC
38418,168,1,STATIC
nw_path_evaluator_start_helper_connection,15,2,STATIC
net_helper_path_evaluation_start,15,1,STATIC
",",15,1,STATIC
dumping,15,1,STATIC
backtrace,15,1,STATIC
[,15,1,STATIC
x86_64,15,1,STATIC
],15,1,STATIC
<,15,1,STATIC
*,15,1,STATIC
>,15,1,STATIC
0,15,1,STATIC
libsystem_network.dylib,15,2,STATIC
0x00007fff92fabde9,15,1,STATIC
__nw_create_backtrace_string,15,1,STATIC
+,15,10,STATIC
123,15,1,STATIC
1,15,1,STATIC
0x00007fff92fc289f,15,1,STATIC
196,15,1,STATIC
2,15,1,STATIC
libdispatch.dylib,15,6,STATIC
0x00007fff980fa93d,15,1,STATIC
_dispatch_call_block_and_release,15,1,STATIC
12,15,1,STATIC
0x00007fff980ef40b,15,1,STATIC
_dispatch_client_callout,15,1,STATIC
8,15,2,STATIC
4,15,1,STATIC
0x00007fff980f403b,15,1,STATIC
_dispatch_queue_drain,15,1,STATIC
754,15,1,STATIC
5,15,1,STATIC
0x00007fff980fa707,15,1,STATIC
_dispatch_queue_invoke,15,1,STATIC
549,15,1,STATIC
6,15,1,STATIC
0x00007fff980f2d53,15,1,STATIC
_dispatch_root_queue_drain,15,1,STATIC
538,15,1,STATIC
7,15,1,STATIC
0x00007fff980f2b00,15,1,STATIC
_dispatch_worker_thread3,15,1,STATIC
91,15,1,STATIC
libsystem_pthread.dylib,15,2,STATIC
0x00007fff8ebc44de,15,1,STATIC
_pthread_wqthread,15,1,STATIC
1129,15,1,STATIC
9,15,1,STATIC
0x00007fff8ebc2341,15,1,STATIC
start_wqthread,15,1,STATIC
13,15,1,STATIC
CoreAnimation,70,2,STATIC
warning,70,1,VARIABLE
",",70,1,VARIABLE
deleted,70,1,VARIABLE
thread,70,1,VARIABLE
with,70,1,VARIABLE
uncommitted,70,1,VARIABLE
CATransaction,70,1,VARIABLE
;,70,1,VARIABLE
set,70,1,VARIABLE
CA_DEBUG_TRANSACTIONS=1,70,1,VARIABLE
in,70,1,VARIABLE
environment,70,1,VARIABLE
to,70,1,VARIABLE
log,70,1,VARIABLE
backtraces,70,1,VARIABLE
.,70,1,VARIABLE
38449,106,1,VARIABLE
68031,81,1,VARIABLE
2889,31,1,VARIABLE
67203,81,1,VARIABLE
442301,129,1,VARIABLE
SOAPParser:0x7fca6040cb50,147,1,VARIABLE
441483,108,1,VARIABLE
775899.188954,75,1,VARIABLE
2863091569,75,1,VARIABLE
159598625,75,1,VARIABLE
18:50:46.109,105,1,VARIABLE
4223,80,1,VARIABLE
65558,-1,1,VARIABLE
when=2017-07-08,45,2,VARIABLE
02:21:28,45,1,VARIABLE
promotion,29,1,VARIABLE
1,29,1,VARIABLE
374,29,1,VARIABLE
0x7f9951217bb0,91,1,VARIABLE
0x7f9951214ca0,91,1,VARIABLE
328,83,1,VARIABLE
521177334.4,83,1,VARIABLE
NSURLSession/NSURLConnection,166,1,VARIABLE
HTTP,166,1,VARIABLE
load,166,1,VARIABLE
kCFStreamErrorDomainSSL,166,1,VARIABLE
-9806,166,1,VARIABLE
[,106,1,VARIABLE
QL,106,1,VARIABLE
],106,1,VARIABLE
No,106,1,VARIABLE
sandbox,106,1,VARIABLE
token,106,1,VARIABLE
request,106,1,VARIABLE
QLThumbnailRequest,106,1,VARIABLE
vmware-usbarb-25037.log,106,1,VARIABLE
",",106,1,VARIABLE
it,106,1,VARIABLE
will,106,1,VARIABLE
probably,106,1,VARIABLE
fail,106,1,VARIABLE
schedule,110,1,VARIABLE
invalidation,110,1,VARIABLE
<,110,1,VARIABLE
DYTransport,110,1,VARIABLE
0x7f89e8c00520,110,1,VARIABLE
lost,110,1,VARIABLE
connection,110,1,VARIABLE
31,110,1,VARIABLE
>,110,1,VARIABLE
21:22:43.147,139,1,VARIABLE
mv_LowLevelCheckIfVideoPlayableUsingDecoder,139,1,VARIABLE
signalled,139,1,VARIABLE
err=-12956,139,1,VARIABLE
(,139,3,STATIC
kFigMediaValidatorError_VideoCodecNotSupported,139,1,VARIABLE
),139,3,STATIC
video,139,1,VARIABLE
codec,139,4,STATIC
1,139,2,STATIC
at,139,1,VARIABLE
line,139,1,VARIABLE
1921,139,1,VARIABLE
MediaValidator,139,2,STATIC
mv_LookupCodecSupport,139,1,VARIABLE
Unrecognized,139,2,STATIC
mv_ValidateRFC4281CodecId,139,1,VARIABLE
1.,139,1,VARIABLE
null,139,1,VARIABLE
.,139,2,STATIC
Failed,139,1,VARIABLE
specific,139,1,VARIABLE
check,139,1,VARIABLE
timed,70,1,VARIABLE
fence,70,1,VARIABLE
5fe83,70,1,VARIABLE
2515,86,1,STATIC
view,122,1,VARIABLE
NSApplication,122,1,VARIABLE
NSColorPickerGridView,122,1,VARIABLE
2017/07/07,128,1,VARIABLE
21:47:20.392,128,1,VARIABLE
515629905,128,1,VARIABLE
783667.697957,125,1,VARIABLE
21:58:33.765,120,1,VARIABLE
ERROR,120,1,VARIABLE
177,120,1,VARIABLE
timed,120,1,VARIABLE
out,120,1,VARIABLE
after,120,1,VARIABLE
15.000s,120,1,VARIABLE
0,120,2,STATIC
;,120,1,VARIABLE
mMajorChangePending=0,120,1,VARIABLE
783790.553857,42,1,VARIABLE
783795.288172,47,1,VARIABLE
22:24:31.135,-1,1,VARIABLE
05:32:31,45,1,VARIABLE
